panoid	id	title	lat	lng	pitch	heading
kBdiebqQdATbR36Mr8n8Pg	elduvik	ElduvÌk	62.282369	-6.916657	-1.58	81.78
-3kV7JnizaNU/V4PDihViAjI/AAAAAAAAAas/fo-YvbDyXMYGIH_tZb4nYQw0aTYKB41KACJkCGAYYCw	bur	B¯ur	62.08602	-7.369376	1.65	86.59
mcztWuNJFgXJc4O72rfQDA	borgarin	Borgarin	62.361686	-6.811487	0.91	93.77
b_CCmOHzIiZpAG_abj5GLQ	eiiskollur	Eiiskollur	62.318979	-7.103077	-6.76	93.72
dHYrsiGR3dD36NA585gIcQ	torshavn	TÛrshavn	62.009282	-6.773106	-7.59	79.76
JgHjbLZ9vj54GY71qdcmfg	gjogv	Gjogv	62.326236	-6.941398	-7.41	148.51
39LB4ibtWu6xnhrmCuq3MA	sandur	Sandur	61.832484	-6.812139	-14.36	11.0
cyOQOcibbRTrGeJOuqRalw	kaldbak	Kaldbak	62.061225	-6.876364	-9.83	323.25
0ZEXWn88qHE3tc3SSljIDQ	trlanipan	TrÊlanÌpan	62.022291	-7.231035	-2.19	88.16
hAk223_WI6Z0Zv5MRZGs-g	koltur	Koltur	61.982652	-6.9695	1.07	316.94
8ikOrmRuLHwjw_7-_Uy4Lg	eii	Eii	62.293087	-7.042686	10.05	215.17
-Nbk-Cs_2334/V4QslNlnqKI/AAAAAAAAAak/KOL1pG9A6x4Ey70FDGV2dOlaHrjMJxdmgCJkCGAYYCw	tjrnuvik-a-village-in-streymoy	Tj¯rnuvÌk- a village in Streymoy	62.287785	-7.15307	-23.46	348.62
YBf4g9vnkNLOL0reHuDGiQ	sandavagur	Sandav·gur	62.054282	-7.154344	-2.03	128.13
mtX_54Np-fuqRviq27lFNw	velbastaur	Velbastaur	61.978031	-6.84109	-5.54	286.71
-hvk4nlGMq2g/V4Qz6WH5OCI/AAAAAAAAAaI/YEZQtMCoo-8PDUH4odwMc2O4WQORxXzRQCJkCGAYYCw	hosvik	HÛsvÌk	62.148959	-6.935888	-21.16	71.25
2j3oHItzJFqMf1ormRFdQg	beinisvord	Beinisvord	61.422851	-6.754527	-4.56	146.76
IOBQLuXNhvOGMo8K_86aGA	vestmanna	Vestmanna	62.125958	-6.999853	-8.1	13.89
gEvgQH0yPmlzuN72qTr7Qw	kallurin-kalsoy	Kallurin, Kalsoy	62.368741	-6.809814	-8.33	92.52
WuheduuSMUnF1Z-Ve4ntrw	klaksvik	KlaksvÌk	62.201827	-6.581709	-0.72	252.56
EC0toEusFT2qCzlkxjSUgQ	vioy	Vioy	62.353608	-6.548049	0.68	251.45
Mqqn02YKVAkvKovqnDiTZA	mikladalur	Mikladalur	62.335606	-6.763149	-2.88	38.32
h-FDZFxCKMtRaIBU2scIZQ	kirkjubur	Kirkjub¯ur	61.952406	-6.792419	-0.17	180.61
WYjP6I_ojC7YxKpAt5mn0A	hvannhagi	Hvannhagi	61.577154	-6.827319	9.63	350.48
83D-iCSkRmcOFcCUHmCpxw	gasadalur	Gasadalur	62.093947	-7.413442	-6.69	157.53
3rWrzOJAANStuW8_PNdFeg	funningur	Funningur	62.286089	-6.978611	2.21	79.92
YydVFYoOVYy5J8t9iF7eag	slttaratindur	SlÊttaratindur	62.289994	-7.004465	1.53	188.75
1VEn7NO_8zhljWEm_i01nA	garden-route-national-park-knysna	Garden Route National Park: Knysna	-34.079047	23.061287	2.52	313.21
AlPQZIkzO0kIKagDcbobnQ	augrabies-falls-national-park	Augrabies Falls National Park	-28.591751	20.340554	3.34	349.23
06IzN5-Ui6d-P2StJrbWYQ	karoo-national-park	Karoo National Park	-32.341016	22.495752	-3.51	3.38
COg_eknBEK8dEB7Md9JwiA	noordhoek-beach	Noordhoek Beach	-34.123692	18.348162	-8.08	30.94
jAuUaCmY4I65ksAXbwAoSw	addo-elephant-national-park-1	Addo Elephant National Park	-33.442879	25.751476	0.79	87.9
zeN3jzoM8L4rOfmS4bwH_w	bontebok-national-park	Bontebok National Park	-34.072889	20.449746	-2.41	246.8
pvDoL3WL3Rl0Q1ptm_2qqA	de-hoop-nature-reserve	De Hoop Nature Reserve	-34.452546	20.730083	2.28	228.51
4OieJq6QN9e-6y1SXnx4bw	tankwa-karoo-national-park	Tankwa Karoo National Park	-32.194266	19.948504	0.46	180.3
MAYzbdQPptzFNHFSYb5TKQ	camdeboo-national-park	Camdeboo National Park	-32.274496	24.516324	-0.88	175.37
MKwHSMff5r8xk2_yIJ4_qA	whale-trail	Whale Trail	-34.468231	20.539196	2.18	183.9
gyslcVYSGA4FbYFEvT2HZA	marakele-national-park	Marakele National Park	-24.414257	27.538658	-7.89	101.99
uJtl4w-lrRWGHD3Cy6lXQQ	tugela-gorge-hike	Tugela Gorge Hike	-28.729996	28.921603	-18.52	223.78
HtnwZOoCcGIlu-Ml0HESHQ	grootvadersbosch-nature-reserve	Grootvadersbosch Nature Reserve	-33.981837	20.813407	-11.67	89.04
AwP8-_Jng5LFqAIJwiQOrA	wild-coast-meander	Wild Coast Meander	-32.486025	28.634884	-4.75	76.06
PlwKHfzTpmIrJmP7-96g3A	agulhas-national-park	Agulhas National Park	-34.833061	19.999961	0.18	186.76
7tF6Nh3OSleKiOsNgtis-Q	southern-african-large-telescope-salt	Southern African Large Telescope (SALT)	-32.37588	20.811447	-16.51	263.59
Zeo75M5m3DpsrUk1RyPhXg	hot-air-balloon-safari	Hot Air Balloon Safari	-25.813912	27.738448	-35.14	118.82
YjmHOey4NmDaFgvUvkWG4A	giants-castle-game-reserve-drakensberg	Giant's Castle Game Reserve - Drakensberg	-29.276955	29.5188	-2.63	352.97
SiahDEIW_3zcL7WKSbhkAQ	the-cradle-of-humankind	The Cradle of Humankind	-25.966763	27.662641	5.79	189.94
hVC4f3pUrS_cc8zKrgQDYw	giba-gorge	Giba Gorge	-29.815773	30.767566	-0.49	174.93
_-rfebLBcIYIcOGDDIqqhQ	umhlanga-promenade	Umhlanga Promenade	-29.726528	31.088762	-6.12	107.18
xyG6DwWQZzCeamElqYqwkQ	madikwe-game-reserve	Madikwe Game Reserve	-24.686256	26.422478	6.77	358.72
92fXYAFJ-L0oabeTOFfkeA	sun-city	Sun City	-25.346454	27.10366	-4.98	150.2
vhpXqSwhJB21EURUT9HUlA	tugela-gorge-hike-1	Tugela Gorge Hike	-28.74595	28.913511	-8.95	343.88
c6Am4wLfJErOD7QYuwPNSg	groot-constantia	Groot Constantia	-34.030759	18.419328	-11.14	225.01
J-xYdcyCZwDyoJOLaXu26Q	va-waterfront	V&A Waterfront	-33.904488	18.42074	-9.19	189.12
gP9xhPmpUXYnM30pCLvclg	gamkaberg-nature-reserve	Gamkaberg Nature Reserve	-33.671593	21.889093	-2.04	127.29
MbNDr3ryTrOhiBDouYQsmA	silvermine-reservoir	Silvermine Reservoir	-34.061184	18.395246	3.35	89.54
O92ZiIYsJJxBtQVDdqfQ-g	table-mountain-national-park-1	Table Mountain National Park	-33.937568	18.389709	-8.94	134.15
w1fzLBbA4qb9P8sRy7WGnA	kalk-bay-harbour	Kalk Bay Harbour	-34.128414	18.451234	-1.51	355.37
I1pm3BZUKwVvGNP3TXxEyQ	isimangaliso-wetlands-park	iSimangaliso Wetlands Park	-28.24948	32.411698	4.45	133.18
-HVwjwzTsbkFe7t_geiQLA	makambati-nature-reserve	Makambati Nature Reserve	-31.238612	30.032506	6.23	144.48
cWhmDgkqFJmDbnd4FGFqXA	namaqua-national-park	Namaqua National Park	-30.723663	17.514111	-12.23	145.73
hsEpUG_hafK_s8uwvebsdg	pilanesberg-game-reserve	Pilanesberg Game Reserve	-25.325272	27.020608	-1.98	298.94
xJCAqIKhpK2yNBxLRczqGA	lanner-gorge	Lanner Gorge	-22.436749	31.159547	-12.72	126.22
Kbrb3y8bS03iGegqJXuoqA	constantia-greenbelt	Constantia Greenbelt	-34.010942	18.416234	-4.4	223.76
Rvf2viCZou3TmYToB8XUeQ	mouille-point-promenade	Mouille Point Promenade	-33.899487	18.403749	11.48	339.04
wDOmncr7mCrf0n0KqG1NeQ	bourkes-luck-potholes-1	Bourkes Luck Potholes	-24.674146	30.81055	11.62	78.54
J_kMcOnhuil_C3pvHU_fXQ	west-coast-national-park-2	West Coast National Park	-33.183731	18.164431	-1.91	337.37
uSAzqx67c2rI4AtkKJdRQg	mountain-zebra-national-park	Mountain Zebra National Park	-32.102187	25.417349	-17.9	136.09
IgsBShdy41R6o8NQKN764A	kgalagadi-transfrontier-park	Kgalagadi Transfrontier Park	-26.473405	20.612632	-10.17	218.54
cR5Dcum49fRFY5LPD6Rxhg	blyde-river-canyon	Blyde River Canyon	-24.576041	30.781497	-4.98	202.55
FBBH1KdeNR9I9roVSDTtnA	garden-route-national-park-tsitsikamma	Garden Route National Park: Tsitsikamma	-34.019529	23.903638	0.2	150.32
Hzf_YIRvd68xql_7pRus1g	lanner-gorge-1	Lanner Gorge	-22.437489	31.1557	-8.89	78.0
izWlQwYx7n4Zl8MLaEFvUw	nelson-mandela-capture-site	Nelson Mandela Capture Site	-29.468192	30.170383	-11.29	217.41
G7KjS9xQKpOzwBOgZIU29Q	golden-gate-highlands-national-park	Golden Gate Highlands National Park	-28.503121	28.620329	-17.7	65.41
T6USaiM84ttM0waOTJvWJA	cederberg-wilderness-area	Cederberg Wilderness Area	-32.543646	19.329272	-6.83	298.42
HP502KLY8vt4qbhMSW6HZg	lesedi-cultural-village	Lesedi Cultural Village	-25.837916	27.88106	-9.48	329.21
8Zw2otkOq-6J4ONXw0Ou-w	chapmans-peak-lookout	Chapman's Peak Lookout	-34.088453	18.359611	-4.82	172.05
IRkZDU2P8mZwIxSWH3ODcQ	ai-aisrichtersveld-transfrontier-park	|Ai-|Ais/Richtersveld Transfrontier Park	-28.133701	16.910753	-1.32	168.02
fznxuHUJuaJ5zWslUWzyvQ	garden-route-national-park-wilderness	Garden Route National Park: Wilderness	-33.96743	22.596824	-9.62	13.37
qJvqXLLXw9CG3IdBb-dJaA	kruger-national-park	Kruger National Park	-23.8935	31.546686	-8.15	347.11
DUQb-sDIFMrW0IDABqXvCA	hluhluwe-imfolozi-game-reserve	Hluhluwe iMfolozi Game Reserve	-28.326554	31.846976	3.89	250.23
3lxbmQhEIavv2M_Zbe4wEQ	horseback-safari	Horseback Safari	-24.145731	28.301707	-8.12	188.01
weVFpfhWBRvXNd2F_ytRCw	kogelberg-nature-reserve	Kogelberg Nature Reserve	-34.344572	18.929107	10.37	166.32
Ae94EGXqIo2-4W_e3ql5qA	mokala-national-park	Mokala National Park	-29.159974	24.318236	-7.2	70.26
PXnvkba2tetLrlxAdnFjGQ	mapungubwe-national-park	Mapungubwe National Park	-22.213886	29.386949	-8.75	32.1
OojHGHVCsrQfaR_f3jm3Yw	otter-trail	Otter Trail	-33.991236	23.714998	7.61	160.61
ihcANquW7kBEydmX4AJkSw	robberg-nature-reserve	Robberg Nature Reserve	-34.101017	23.38283	-0.19	57.22
NjIFY6loTp8sakqfxiSMeg	anysberg-nature-reserve	Anysberg Nature Reserve	-33.502871	20.571824	-10.61	315.27
mquvkOWy1ZxMGZmv4Y6whA	hole-in-the-wall-1	Hole in the wall	-32.032555	29.113826	-2.4	188.06
hzFHAlPxlfN0XQFdWmpGNA	stony-point-nature-reserve	Stony Point Nature Reserve	-34.373561	18.894719	-10.99	185.56
xi_WnK9zFmYlNq8Sifx12g	gods-window	God's Window	-24.874624	30.891536	8.89	145.77
XZclZ5uu8LjV9VQ7DjasyA	royal-natal-national-park-drakensberg	Royal Natal National Park - Drakensberg	-28.752558	28.894305	0.42	85.0
MoTq6TLUS1xATUP3fAAzKA	harold-potter-botanical-garden	Harold Potter Botanical Garden	-34.351272	18.927262	-3.9	334.65
_n4yK_zUdULS7kLC_kz0Rw	perisur	Perisur	19.304102	-99.188909	-0.4	42.42
ZJmqjIKP95hU9NBgBb5YBw	centro-comercial-altacia	Centro Comercial Altacia	21.092392	-101.625698	15.75	153.97
BMzK8pawOKQ1vwikjOeiQg	gran-sur	Gran Sur	19.305337	-99.166402	-16.54	325.71
-0MwUKD69Z4yI7raqniJ8Q	galerias-polanco	GalerÌas Polanco	19.433283	-99.184009	11.75	94.67
AOhbVOrnmfH1CNNAhnGWyA	galerias-atizapan	Galerias Atizapan	19.549496	-99.27463	-10.49	139.04
ftfKTp_4Z7krSXzAI_rCnA	parque-alameda	Parque Alameda	19.434729	-99.146793	0.15	240.87
6U-5CqLy79biGZzb-Jam2A	las-plazas-outlet-lerma	Las Plazas Outlet Lerma	19.283092	-99.498675	2.24	244.01
hs2BB5S37Uak9vli-REImw	grand-san-francisco-plaza-comercial	Grand San Francisco Plaza Comercial	19.339037	-99.243012	-2.52	114.91
4dBM2X2Kr99Vo-K9TeG6CQ	metropoli-patriotismo	Metropoli Patriotismo	19.395672	-99.180917	2.38	52.24
X_nZUjfRF9OYxphRgZ8MUA	torres-lindavista	Torres Lindavista	19.506589	-99.14422	-5.26	59.1
Npugxbaf51CNsyZWgR297A	galerias-insurgentes	Galerias Insurgentes	19.371244	-99.179508	9.66	106.45
tFWpqcmFzMFuASk355CuNA	parque-lindavista	Parque Lindavista	19.486133	-99.130131	-7.69	313.53
B2eOL-A5m4-gbn8nX58k5A	parque-delta	Parque Delta	19.402622	-99.154104	-1.7	5.17
ca_whVrgHtkjiEOVm7cgGg	forum-buenavista	FÛrum Buenavista	19.450352	-99.1516	8.49	193.5
K4ESnWGabcfmhmrFHXLM5g	zentrika-santa-fe	Zentrika Santa Fe	19.359304	-99.275041	0.08	345.24
OJ3eWQWeM7E11Y-QCLbSiQ	galerias-serdan	GalerÌas Serd·n	19.071047	-98.225646	-1.26	150.48
47Dsjqn_3XB9J9G5E1yXaQ	centro-comercial-miyana	Centro Comercial Miyana	19.440037	-99.200195	-6.41	173.54
L7p2BZkcYazXgN5bESiyhA	antara-fashion-hall	Antara Fashion Hall	19.439375	-99.201992	0.67	252.0
p0HCdHjKXrjwKsUdW2k9Ow	paseo-arcos-bosques	Paseo Arcos Bosques	19.386804	-99.251818	-11.36	346.99
o12GS_Ep4GdOB00jic7fdA	oasis-coyoacan	Oasis Coyoac·n	19.345804	-99.179039	5.02	183.3
fTU9SRzc5etLOMU_8mbo_A	galerias-perinorte	GalerÌas Perinorte	19.603141	-99.190873	-0.41	240.16
MAKYYYB3QwLpJtoiExo46g	galerias-vallarta-1	Galerias Vallarta	20.658398	-105.239002	17.75	269.69
S1XhdSZ9-ZC9RaBVIxEKbQ	factory-outlet-leon	Factory Outlet LeÛn	21.087546	-101.615381	-9.93	5.21
Og0ab8UHKtieF2LT4QsZ-g	espacio-interlomas	Espacio Interlomas	19.394989	-99.289404	-6.74	207.44
i03Q-d7RtRW9pdFrdTTmUg	garden-santa-fe	Garden Santa Fe	19.365307	-99.26446	-9.96	33.14
mTV19YLXFvAwadjKUP0sig	town-center-el-rosario	Town Center El Rosario	19.503314	-99.202909	-8.45	217.68
9teywrZ8lKJYBwv6nMXRXA	plaza-la-rosa	Plaza La Rosa	19.425503	-99.164622	-3.5	46.49
-cuZ944kdgXd7q7jXFyaXQ	cosmopol	Cosmopol	19.632561	-99.123936	-8.34	182.22
odsx1TUlV4yVJa7hicO5sw	town-center-zumpango	Town Center Zumpango	19.789641	-99.053587	-0.04	128.74
KWJz1QBrehoHQL68fO1J_g	paseo-interlomas	Paseo Interlomas	19.397199	-99.281884	12.49	330.67
tdYqSLWM6f69XNjUSXAwGA	palacio-de-hierro-moliere	Palacio de Hierro Moliere	19.435243	-99.202072	6.83	281.51
4C01hX_f9AxFHx4gD2mQWw	paseo-acoxpa	Paseo Acoxpa	19.297733	-99.137487	-8.09	44.5
NOfgERgt4f9halwRRLzeyA	reforma-222	Reforma 222	19.428935	-99.16167	-1.97	144.08
C7nRznIW0FJtZhh6d20NYg	centro-comercial-santa-fe	Centro Comercial Santa Fe	19.361708	-99.275929	-1.01	187.42
c725lwFeLt1bXnpZ8aR2uQ	pabellon-bosques	PabellÛn Bosques	19.382403	-99.268055	-2.07	59.93
MMyS_7v0pDkg3sx8XykBuw	parque-tezontle	Parque Tezontle	19.384479	-99.082182	3.56	8.66
Ulh31BcxvQhv68KwME3g0Q	centro-coyoacan	Centro Coyoac·n	19.359681	-99.169908	-7.04	282.19
mzZNxqR3_ndzTwgKgQCjwA	palacio-de-hierro-centro-historico	Palacio de Hierro Centro HistÛrico	19.431239	-99.133819	-9.34	276.47
-oGjk5NlyF0w/WayxKlhau6I/AAAAAAAD9yo/4MxI-m29BXgnsLDqVRpCLGJn2yP4AbvNQCJkCGAYYCw	golden-temple-amritsar	Golden Temple, Amritsar	31.622036	74.875909	-17.69	195.09
_MNmyO0YJoEAAAQWrmqk4A	elephanta-caves-1	Elephanta Caves	18.96346	72.931378	-13.18	213.73
mw-E3T4d8nEAAAQfCPVuUQ	rani-ki-vav-queens-stepwell-gujarat	Rani ki Vav (Queen's Stepwell), Gujarat	23.858919	72.1019	6.71	269.24
H4vZ2BEr5-IAAAQfDn0GSA	mahabalipuram	Mahabalipuram	12.617905	80.192761	-16.12	271.05
_ey1FSpBiAoRuaQgwTiATA	red-fort-2	Red Fort	28.656003	77.237577	-16.19	91.32
epwRcp3670FEZ7SbjlyE7Q	sher-shah-suri-tomb-bihar	Sher Shah Suri Tomb, Bihar	24.949382	84.009538	-15.02	206.53
Ej2nxshM9j0AAAQJMthyZw	qutub-minar-view-from-top	Qutub Minar (View from top)	28.524467	77.18546	-6.96	64.78
ZHsIaB4rKCr1kIci-9tGHw	ellora-caves	Ellora Caves	20.023777	75.178774	-11.03	91.96
7lFh2UNJqubPQw82py7gFw	jaisalmer-fort	Jaisalmer Fort	26.913247	70.91392	-20.38	184.94
xMyxS9pYpToAAAQWjI_u-Q	ajanta-cave-no-1	Ajanta Cave no. 1	20.552538	75.702313	-11.02	62.01
2_d1CMBSRrMAAAGuoW-9Lw	taj-mahal-view-from-minar	Taj Mahal, View from Minar	27.174628	78.041666	-3.9	35.77
mb11PCztudrtGa50Xfh_Eg	vitthala-temple-hampi	Vitthala Temple, Hampi	15.34229	76.475867	-17.54	234.54
1RUOzS_Rni4AAAQvxccEbA	basilica-of-bom-jesus	Basilica of Bom Jesus	15.500914	73.91163	-10.35	108.45
i2igEG-RNf91qloX9GTa1g	khajuraho-group-of-temples	Khajuraho Group of Temples	24.852928	79.920022	-8.66	295.96
GVC2mShyhurpWBw9owhEhw	bateshwar-group-of-temples	Bateshwar Group of Temples	26.426007	78.196519	-10.49	121.88
DiahO9AF2DrxrA0HX8roTg	indian-statistical-institute-isi-kolkata	Indian Statistical Institute (ISI), Kolkata	22.648033	88.377354	-6.21	248.08
ZaUKtqOOidIiMwfGuRtpnQ	jamia-milia-islamia-university-delhi	Jamia Milia Islamia University, Delhi	28.562955	77.284264	-8.41	336.69
QXRc844NhfbObVBo1jVnCA	national-institute-of-technical-teachers-training-research-chandigarh	National Institute of Technical Teachers' Training & Research, Chandigarh	30.729787	76.807211	-19.11	52.94
f297qXy4Hbr1OhsvVo2NJA	abv-indian-institute-of-information-technology-design-manufacturing-iiitdm-jabalpur	ABV - Indian Institute of Information Technology, Design & Manufacturing (IIITDM), Jabalpur	23.177927	80.025671	-11.9	316.18
eOypjtvXklQAAAQIt_RX_w	indian-institute-of-management-iim-kolkata	Indian Institute of Management (IIM), Kolkata	22.444915	88.297018	0.0	108.44
309sWj3Z0qYeJP_n7MFiHQ	indian-institute-of-science-education-research-iiser-chandigarh	Indian Institute of Science Education & Research (IISER), Chandigarh	30.662391	76.730276	-11.66	321.14
B7aNuGCwcrNGojfoMBT8oQ	amity-university-noida	Amity University, Noida	28.5442	77.334446	-13.26	316.31
Q3BYUCLoTTFLNJCJT1fRbw	indian-institute-of-technology-iit-roorkee	Indian Institute of Technology (IIT), Roorkee	29.86555	77.896581	-4.92	153.2
aws3J81Z5EHy1nkWVD4N_A	amity-university-gwalior	Amity University, Gwalior	26.274333	78.223746	-16.13	38.04
sKNF1AsbtJ-8WvoSgFkWoQ	national-institute-of-technology-nit-warangal	National Institute of Technology (NIT), Warangal	17.98442	79.530763	-4.89	178.43
TBzapbQLFio79-sMoVC4LQ	sharda-university-noida	Sharda University, Noida	28.473821	77.484811	-7.06	243.07
dh74WyE3qnDMxJAlMGLfzw	national-institute-of-technology-nit-jallandhar	National Institute of Technology (NIT), Jallandhar	31.394273	75.533069	-14.89	69.78
t2EDuCjEe6RXqnllJk8osw	visvesvaraya-national-institute-of-technology-nagpur	Visvesvaraya National Institute of Technology, Nagpur	21.130898	79.050975	-4.42	180.03
z3PoqZ12BNwHcE4yd26ncg	amity-university-jaipur	Amity University, Jaipur	27.178111	75.95865	-0.09	218.44
eWxoIKVgO-_VtSuJv37ZAQ	sant-longowal-institute-of-engineering-technology-sliet-sangrur	Sant Longowal Institute of Engineering & Technology (SLIET), Sangrur	30.220265	75.706786	-5.83	264.75
R3NJ4dCCRFXo8yjGY_vo2A	maulana-azad-national-institute-of-technology-manit-bhopal	Maulana Azad National Institute of Technology (MANIT), Bhopal	23.220814	77.404093	-22.28	129.67
EH1dSRlVD1wcz7QNeUCDlA	national-institute-of-industrial-engineering-niie-mumbai	National Institute of Industrial Engineering (NIIE), Mumbai	19.136655	72.901388	-5.86	10.67
7vSHzuLZZuQo-QfXg3TCng	shiv-nadar-university-noida	Shiv Nadar University, Noida	28.525524	77.574021	-14.3	161.05
wa_l_0Lh_7MAAAQJOEjdEg	indian-institute-of-information-technology-iiit-allahabad	Indian Institute of Information Technology (IIIT), Allahabad	25.429252	81.770023	0.34	30.74
clzOHVkECnpovPQgIHgtPw	national-institute-of-technology-nit-delhi	National Institute of Technology (NIT), Delhi	28.843595	77.104849	-14.59	150.54
aTyAPDRviU-vBeY_125l4g	central-university-of-kerala-kasargod	Central University of Kerala, Kasargod	12.390484	75.096256	8.84	106.17
OfZF4ISKc0v3JBJaqob7ZQ	dr-harisingh-gaur-vishwa-vidyalaya-sagar	Dr. Harisingh Gaur Vishwa Vidyalaya, Sagar	23.824671	78.771614	-12.9	229.67
ygDLuXc1McJ22TwiWI-3MQ	indian-institute-of-management-iim-indore	Indian Institute of Management (IIM), Indore	22.626888	75.790345	-7.06	63.1
O-77F6A2-bsAAAQJOC6e3g	manipal-univesity-manipal	Manipal Univesity, Manipal	13.353243	74.785051	-18.75	254.28
4e6UXy5OP9wAAAQIt-kVog	indian-institute-of-technology-iit-delhi	Indian Institute of Technology (IIT), Delhi	28.54563	77.196389	1.46	256.27
I4VWZDEokyBQ0O2IZ3WDnw	management-development-institute-mdi-gurgaon	Management Development Institute (MDI), Gurgaon	28.471153	77.058435	-10.86	43.87
LemAva0b4v4AAAQfCL06nw	malaviya-national-institute-of-technology-mnit-jaipur	Malaviya National Institute of Technology (MNIT), Jaipur	26.865095	75.807681	-5.0	103.7
DZVbioLQ4M1HwWEq5HldHg	guru-ghasidas-vishwavidyalaya-bilaspur	Guru Ghasidas Vishwavidyalaya, Bilaspur	22.127849	82.138067	-7.81	265.07
iCNWnBJdzojPBroDEfJMtA	graphic-era-hill-university-bhimtal	Graphic Era Hill University, Bhimtal	29.375521	79.531334	-8.6	283.48
WnsZIaNCmoONyd4dbsTC_A	indian-institute-of-science-education-research-iiser-pune	Indian Institute of Science Education & Research (IISER), Pune	18.540496	73.808	-11.01	163.15
hfQ-s8Tzhl4GAnxhc8DcxQ	jawaharlal-nehru-university-jnu-delhi	Jawaharlal Nehru University (JNU), Delhi	28.551117	77.169338	-12.15	209.85
0yxzzoaL-A_r-3FAWQ3jEQ	national-institute-of-technology-nit-ponda	National Institute of Technology (NIT), Ponda	15.412579	73.977945	-10.1	198.51
CCTINcnqgvrXaIcH12xB8g	mahatma-gandhi-antarrashtriya-hindi-vishwavidyalaya-vardha	Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya, Vardha	20.767319	78.583928	0.79	71.81
rBh8OXw9ZDAAAAQIt0ziLQ	indian-school-of-business-isb-hyderabad	Indian School of Business (ISB), Hyderabad	17.435343	78.341366	-7.66	263.51
5HpvR5TWeWVKGI0_Q0I91g	indian-council-of-historical-research-ichr-delhi	Indian Council of Historical Research (ICHR), Delhi	28.624843	77.230319	-4.79	174.38
jIaJmwhW2_6qH8CnxRW8Ew	indian-institute-of-foreign-trade-iift-delhi	Indian Institute of Foreign Trade (IIFT), Delhi	28.536737	77.183385	-7.94	22.1
Jve-XhBsKBgAAAQJODBCjA	manipal-institute-of-technology-mit-manipal	Manipal Institute of Technology (MIT), Manipal	13.352989	74.791419	-15.93	101.02
9pqrFFe5DuGE1SsN_obYaQ	university-of-hyderabad-hcu-hyderabad	University of Hyderabad (HCU), Hyderabad	17.460505	78.334488	1.85	165.5
_O91Iy2YOyQAAAQIuAmgnQ	manipal-university-school-of-life-sciences-manipal	Manipal University - School of Life Sciences, Manipal	13.346296	74.788903	0.0	208.1
gzXxVXBZvrqLhb355e7DgQ	graphic-era-hill-university-dehradun	Graphic Era Hill University, Dehradun	30.273095	77.999475	-23.01	63.25
ayWTle3jrxOo3ka39FTqGg	national-institute-of-technology-nit-calicut	National Institute of Technology (NIT), Calicut	11.321778	75.934823	-11.02	33.93
rIaJrY5pJF65nyTq_gZxrg	school-of-planning-architecture-delhi	School of Planning & Architecture, Delhi	28.628939	77.246142	-24.39	212.71
4ZDBEbrqAEhWEJwkFe2vgA	all-india-institute-of-medical-sciences-aiims-delhi	All India Institute of Medical Sciences (AIIMS), Delhi	28.567468	77.208384	-20.84	116.04
p0XB_MX1Ya7xsislSIxmVQ	the-english-and-foreign-languages-university-eflu-hyderabad	The English and Foreign Languages University (EFLU), Hyderabad	17.424398	78.526317	-7.42	235.89
92J4GWoMfHBUJd16lMDBPg	indian-institute-of-technology-iit-ropar	Indian Institute of Technology (IIT), Ropar	30.974643	76.539266	-11.95	4.21
Pd-9LX_ebCJ6X9vBtnFQqA	university-grants-commission-ugc-delhi	University Grants Commission (UGC), Delhi	28.629468	77.240127	-28.72	176.94
N4bkQmEVj9Tdfj6-SbdRJQ	indian-council-of-social-science-research-icssr-delhi	Indian Council of Social Science Research (ICSSR), Delhi	28.531796	77.170418	-20.03	168.93
Paee-QWUSS6O2ZFlZIOX4g	o-p-jindal-global-university-sonipat	O P Jindal Global University, Sonipat	28.926207	77.057803	-4.62	291.45
qgdpWgg7c6LhqqwNQYAQJg	national-institute-of-technical-teachers-training-research-bhopal	National Institute of Technical Teachers' Training & Research, Bhopal	23.240555	77.392753	-27.1	80.69
TWgl__TdZwq2Mcsjae-ssQ	shri-lal-bahadur-shastri-rashtriya-sanskrit-vidyapeeth-delhi	Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeeth, Delhi	28.541411	77.182575	-15.43	219.64
OKKPqb3WlH0IQqCdmbcgzQ	indian-council-of-philosophical-research-icpr-delhi	Indian Council of Philosophical Research (ICPR), Delhi	28.514678	77.244416	-16.5	183.7
u6nBYVsgnr8AAAQJOGrU5g	imt-hyderbad-hyderabad	IMT Hyderbad, Hyderabad	17.212175	78.367198	0.0	196.37
tYtFDfvwcvwAAAQIt_1hxg	indian-institute-of-technology-iit-mumbai	Indian Institute of Technology (IIT), Mumbai	19.125228	72.916532	-12.35	292.03
Anftlrmidzeq6i0o1DdS2A	central-university-of-punjab-bhatinda	Central University of Punjab, Bhatinda	30.170802	74.968065	-9.6	227.08
XpkkXXF_RTSE1HwHv-XRmw	vellore-institute-of-technology-vit-vellore	Vellore Institute of Technology (VIT), Vellore	12.969701	79.158104	-12.93	216.54
4MK4iM4VEpsgI9iLgtGfKw	central-university-of-haryana-mahendergarh	Central University of Haryana, Mahendergarh	28.360108	76.146814	-11.45	265.65
cefgHItDlu6PdaXIpqCuIA	indian-statistical-institute-isi-delhi	Indian Statistical Institute (ISI), Delhi	28.539677	77.186208	-3.38	197.29
