id,landmarks
001b6152e9ebcc55,12503 0.204689
001b715bcc3404d0,623 0.706132
001c14abb87dadee,9543 0.136799
001c3fd61038afbb,14466 0.278385
001dda380fe0ba7c,12090 0.833275
001deb1af658dff1,1388 0.51539
001e897d5843a2f6,6599 0.601382
001e8a1a315b152c,13170 0.00167172
002032b69caabd68,8365 0.714069
0020d05219278e14,612 0.0968316
0021438d0b42fae6,12090 0.956292
002178816e50c78b,11781 0.305956
00229fb626a4c226,12246 0.346952
00241bc3b567af00,12555 0.0794138
0024356662a2dc86,442 0.164369
00244a394f6e0d11,623 0.712921
0024f9a7be9e52e4,3635 0.0666995
0025f252395efe10,1792 0.964972
00273e8ac68611c6,1283 0.844173
002794eaf4731a7f,11657 0.489771
002814a3f1e37070,5554 0.67984
0028cafcc6b04b96,14436 0.199226
00295956a11fb30e,4231 0.399813
00299adcc8dce34d,13273 0.346705
0029aceb8271ccc9,3611 0.400217
002a60235e98af73,10542 0.285161
002a70ff69fb0500,2885 0.194554
002b404d3b0cf9a6,1891 0.471208
002bfe1dc420c69c,9510 0.150567
002c7341cbf5b436,6991 0.130728
002da20ca02f0ac0,13412 0.15817
002e393179937ebe,10267 0.323627
002e422a29e1ce5e,13976 0.42163
002f0b431de8711a,623 0.653145
002f22ef6de3a55f,14605 0.689958
002f3760195af117,13676 0.707344
002faea0e8c51479,11368 0.40105
0030a4534a5abac6,13292 0.487863
0031ad92799f20ee,12609 0.731124
0033acb64422fba9,12090 0.964367
0033eba3397c6185,12090 0.871054
00344624300552b9,2029 0.193835
003448f1cb05ee15,2093 0.800332
00348bdb873acd20,13676 0.718879
0034fcc8b622df6d,8098 0.786245
0035c123796d2dc2,6141 0.393328
00362ef0d3389ca2,13714 0.00270082
003936911178c6f1,2080 0.177451
00395880ab6a8785,2318 0.897354
003a84c1f0358ea0,7206 0.155142
003aa025286a1b96,6051 0.978483
003abb2a6c9e8337,6029 0.138
003adb8929fce218,10845 0.328557
003b678f3036f88f,11671 0.810854
003bbf69073a067b,833 0.47353
003c37ed733ebd52,8752 0.180627
003e3352412c6923,620 0.700234
003e9d4de2771416,8413 0.569589
0040daa684fe92a6,9204 0.304535
0043022cc2d89652,3649 0.542178
004306a44a2c92e5,12090 0.997952
00433c47e6594840,7042 0.539533
004347098fbd4691,515 0.4759
0043680413e803f5,4131 0.698048
0043c17ee0228378,12974 0.272846
0043e20bf69a7f94,9135 0.224
0043ed96affa4216,12520 0.385513
00448b1998cc59e1,9738 0.228303
0044b7fa53f00c88,10255 0.247076
0044eadd62a3a123,2802 0.957856
00454fac60511ab7,6051 0.0177625
0046825c85e10133,9164 0.562966
00469eccdb96cf99,14436 0.0240345
00483eab99b26137,5475 0.700592
0048adbdcf183db1,4551 0.111823
0049d86ed382d84b,12398 0.817155
004b93aaba46a821,13171 0.115681
004bb5efdfd0261b,4330 0.072247
004c58a94be7adc9,10184 0.313115
004d8e5762546dfa,14845 0.860566
004f110c2ef87ce5,9738 0.0809784
004f2a63bd7f04ce,10536 0.24663
004f94447cd332cb,5916 0.237573
0051888263e5ab01,4987 0.734238
0051d063ddc87f77,10965 0.243433
0051dea7e3020136,1534 0.793189
0052f0c1cbd21982,11671 0.611101
00538c18c528666c,5545 0.288787
00539fdf41f85f25,2341 0.60546
0053d3cf150fc93f,555 0.612392
0053d94f6014a39b,9800 0.186155
00546ff1c3ec4e55,7986 0.358189
00549503aa63a09c,9738 0.958302
0054d1a2be00f777,87 0.526925
0056038290a760ca,7018 0.761081
0056c348f7a5a2aa,4330 0.299323
0057a90bb02a686c,553 0.0453291
0057aca77c241d15,5780 0.0287843
0058198268c6b91a,6051 0.0828426
005a1206a50ad018,3130 0.610131
005a2fbc133829da,9779 0.315895
005a94e5db69a1c0,4645 0.255488
005ca9316b8f46b8,5004 0.0482739
005d21f7468129e6,1834 0.123518
005d40349b5c1c86,4695 0.426461
005d738a83531eb6,801 0.670464
005de66f6d8e8da4,623 0.975203
005e5be020ed1f7f,4547 0.270796
0060d69377e1e504,218 0.46169
0060eab67d55e562,14605 0.0376439
0061115d26c0f52d,12609 0.547769
0061f9cc9a118e99,8739 0.184548
00621de5450f8482,1794 0.0316032
00637c55470214d9,9738 0.725312
00642216de0e355c,5554 0.477763
006477556948e45e,7559 0.198646
00655868c2e8cb7c,1305 0.0488382
006636e68f306892,456 0.129502
0067beb332ae852f,4330 0.914901
0067e468699f6414,13549 0.86601
00687481f076241c,442 0.0285176
0068a1234f22a300,4626 0.381167
0068bd9bb106fa2e,6374 0.304347
0069d0a4ef9e5de4,2473 0.923052
006a979a8f578a03,2046 0.455923
006a996d2431694b,11532 0.272453
006b0754f6fcb570,12352 0.0840614
006b9053c41c3f6b,6430 0.186874
006bc6e316fd4166,9738 0.791337
006be62ac88c1443,14058 0.414268
006cc5689c658064,2711 0.200138
006d3f2ef51c05fc,7285 0.123899
006d42d9a149a70f,411 0.472467
006d65858fd4153b,4932 0.176159
006d6aeede9e8447,13775 0.192583
006db0686eed809d,5791 0.0068857
006e46f4662b7120,7420 0.502193
006f16cb66cf19c7,14945 0.104553
006f96dae0a72fda,5220 0.650973
006fde4dfab795ec,1677 0.479911
007071860a707778,1249 8.1162e-05
0070c73752241975,12830 0.600704
0071448d48158c91,768 0.628062
007172261601423d,4954 0.72165
0071a97afef72ce0,6621 0.522921
0072cd05820db74b,3512 0.199269
0072fb58eb801dd0,11052 0.168037
00747c0f756d08d2,10291 0.841004
00747de2f5050dba,14605 0.226089
0075fcb4800cc216,9605 0.201787
0076053bbd002277,6696 0.419114
00770c736a766a7e,8595 0.0339796
0077724b9d888854,6051 0.0176165
0077fefe0f2cb436,6371 0.0736603
00781247e691d910,1210 0.0892692
0078a79f99d0ebbf,3619 0.00172131
0079542b9eb570d6,13170 0.0375423
007a0fc3047aa2ac,13378 0.263572
007a29d63d0a93e5,9738 0.975447
007a8e2a9e7845dd,9179 0.116452
007bf513511c5b7e,14679 0.278206
007d909014189181,6051 0.000659427
007dec1ce214963a,4008 0.249162
007e0b0d9da66d65,5223 0.56684
007f553be79e5273,5852 0.193182
00806825f3984685,689 0.405515
0081d3fb0d729efe,
0081ec564be56fde,7298 0.559582
00822bf28652bd09,5506 0.387005
00833ae733a1a637,11784 0.991098
0083e2be5389d7f5,11115 0.125686
0084112df3090a30,3493 0.971105
0084e1cc0da410dd,9859 0.517804
0086b2ab623e3829,9779 0.128452
0086b76133775722,10115 0.0618145
0087116b65d8e060,1646 0.292211
00893ae332629b72,12601 0.00039847
008b2bd78d97c4f8,11249 0.421194
008b50c9a1e15587,14147 0.302619
008cc31b1ef9ac57,2459 0.337179
008ccb1018056b5a,3695 0.068694
008cf75c83fa5067,7764 0.387541
008d633bc41bd3a5,7661 0.259023
008d6a039582e6af,9424 0.0797417
008d8027bc26e936,6047 0.379754
008d8ace3de6715d,10291 0.662163
008e8559fd561ce0,8795 0.61309
008f258e3824c060,719 0.17935
00909bed17475d7c,3130 0.948733
00910ad3422c50d1,3242 0.489006
0091c88582227363,813 0.134677
0092445f562dd8e6,2892 0.0479998
0092cb02c447d9b2,13714 0.196649
0092e126da3c9711,7327 0.221633
0093ec32fae5007d,13873 0.225018
00942a43cdc2f6f1,11008 0.215462
00942c2692e55e0a,4340 0.136637
0094eb98e3bb09e1,13594 0.253096
00951b9627a30ea7,1512 0.267997
00957aac7be34992,12343 0.23343
0095ad72be057bf0,7148 0.0448707
0095cd1a04137b3e,13444 0.189308
009632396f1bd734,13707 0.0663917
00967b1de78ff2fb,4659 0.549873
0096bcdc94c6c07b,4300 0.541662
0096ead4c7129631,7148 0.256398
0097601cdf3170aa,9855 0.299625
0097dbade9158008,11254 0.345693
009944711efbc805,13775 0.465193
009b40b0e0e7bdce,14062 0.698177
009c80ca3d9086a1,12055 0.0346893
009e92c2c11471c6,218 0.797922
009fcd8d02147f48,13490 0.461447
009fe7974ffebe9e,165 0.245656
00a09a1f721ee24d,5852 0.546454
00a11f149f69dc8f,12728 0.00224391
00a1518b8700531a,12273 0.0712575
00a15617b3f6ea4f,9716 0.282231
00a213958749cb4e,11446 0.752221
00a2c62737f53014,10259 0.3964
00a38be8f658e7fb,10101 0.303196
00a59ce6458400ee,11207 0.000858249
00a676753f8f7aed,10267 0.0473647
00a7169755fa4140,4330 0.444669
00a846e7dc2ceaae,5519 0.371265
00a8f81f9263b04b,1891 0.344111
00a902847134b54d,7646 0.219284
00a9c203689422bd,5087 0.970249
00acb4de5715eb68,5061 0.170187
00ad0d4547feeb90,2102 0.821007
00ad5ecd984291f6,9738 0.187124
00ae7d8f6bf5da87,5223 0.156545
00af5d1c999221d5,9751 0.416778
00af62b2c0f9714f,13012 0.765338
00afabc6edeef37d,4724 0.884859
00b0376341bf913e,4236 0.114547
00b0d1fea92aafac,7383 0.474808
00b17c610f19b2ae,6651 0.117373
00b1bd8303b405b9,9333 0.944465
00b27979edfaf300,13678 0.660246
00b33fa97f446a0f,2036 0.269378
00b38d9ecd523ea1,3559 0.170455
00b3ef341f0e914e,9135 0.43696
00b4203e16c0fbae,2219 0.183481
00b57e576934a492,5545 0.820735
00b6377a0ad8a05a,7462 0.542214
00b7db2c80af8f4c,14605 0.63533
00b8b0b4a977c786,8094 0.505789
00ba81b43621c8b8,13212 0.0522084
00baaec612275e5c,14605 0.059566
00bc1a5d3b5745f7,12075 0.179645
00bdb97dcd4efd1a,10573 0.114188
00befe9d42a84e55,8521 0.511463
00c07cccfbbc2a01,11603 0.202137
00c1030a06a4b4cc,3731 0.792529
00c1924e644fe601,12972 0.0773024
00c1bbf323150be0,9738 0.748989
00c27075b77a3f65,3081 0.117032
00c3999ead874c41,122 0.155745
00c3f76b90fca967,3797 0.508988
00c4caad5b938893,1004 0.883359
00c4cd0e6d55443e,6829 0.407998
00c5385a329502f3,1108 0.088545
00c59c9b6c87dc4c,1891 0.204466
00c5d2e1bee88035,2145 0.328924
00c6262974cd1177,2951 0.7113
00c6406a540de23c,9741 0.0801182
00c6f7d3f8a0f1e4,2473 0.97911
00c6fc1e25bce047,6599 0.94592
00c73287e637ec01,7092 0.000396958
00c77161b64815d2,8860 0.0404951
00c793eef54f53ff,463 0.39633
00c7e9d4e7d916bb,6051 0.152043
00c816811e210ed0,12089 0.572445
00c8270b5c06e9a6,14660 0.0648478
00c827890f97b815,6651 0.263163
00ca914fd7356c31,10688 0.129326
00ca942b8874540b,2895 0.270789
00cbb368857c6c58,12090 0.965823
00cbd985ee6d255e,7285 0.112754
00cbfa97a24f902d,12520 0.711426
00cc7f797ecfabb3,95 0.3016
00ccab74383f39bf,4986 0.961203
00cde2a714062cd2,6043 0.339114
00ce338d4410d2ba,690 0.108793
00ce85b2cc373699,5762 0.00863975
00d066811e4018d4,1548 0.134034
00d0d92338751361,11351 0.253274
00d12f59ea89f1a7,7673 0.142429
00d2cd52deb2a174,309 0.147776
00d50952720e6c7d,7203 0.67615
00d5394b518b496e,14790 0.359698
00d53e649c339cac,12090 0.835643
00d5509a0784592d,3611 0.978727
00d61a8dc4ca8840,6324 0.567627
00d6649ee31f41b6,6051 0.493333
00d6afbbe5d4eba1,1042 0.229351
00d900541ed1e7b4,11671 0.22568
00d97870107c8fec,4551 0.352546
00d9bb08cbede531,11332 0.1835
00da0fd704739ac9,9642 0.0517012
00dab3e3a07cd65a,5684 0.197791
00dae7da1e8e3453,8581 0.656873
00db15fa6471e0d5,4775 0.96715
00dcfc79d54f9f01,14164 0.950948
00de1b9b32737b59,3669 0.59409
00de893b40b3f141,6051 0.494249
00df05d2f117b5f6,620 0.590941
00dfc80e3d5b7777,12090 0.332029
00e06bb1f0c92fff,5665 0.787882
00e16014e2f83733,10267 0.626848
00e1c011fb3e5410,1891 0.971762
00e30ed7528b85ab,2473 0.361531
00e3155ae5b1db28,12677 0.379361
00e37c85442dd248,1548 0.357319
00e3a7b95ed7ae2d,11169 0.229797
00e4410183f3fd23,8894 0.210607
00e549fa3e336642,1147 0.194616
00e653f37433da4f,12033 0.884443
00e6ab454cc16102,633 0.8643
00e6bb24011b09c0,6455 0.71115
00e83d24c79fc8bd,10584 0.001015
00e86d204065f875,813 0.163406
00e893176c6f319e,13594 0.610377
00ea2b1c651f8a9a,5336 0.135753
00eb251c7a436675,9738 0.627669
00ec0f4ae586e38b,11815 0.537915
00eca727591b2402,4352 0.792842
00ece45c0b28abc5,13364 0.762597
00ee160f55cc808e,2227 0.0499135
00eea4aae8528b3b,7262 0.613796
00eeb92425cff135,8351 0.0662324
00ef636cd6f82438,11671 0.681639
00efae260ed38c8b,3493 0.378355
00efdfd4c0634dca,620 0.86849
00efedf2ad6b030c,9277 0.37224
00f0382780d994f8,4960 0.0608209
00f094775b82c7e4,2922 0.843134
00f0b15b4d042f1d,11207 0.503672
00f2201cfc1cf25e,12090 0.336211
00f246e1267b355c,13714 0.0183932
00f2c39538b57948,7420 0.0172747
00f37690240d93e9,3469 0.466915
00f3bdb50c9d474c,9098 0.149305
00f532ee34f17e0d,4261 0.200583
00f595f7fd42d44e,728 0.16547
00f6b8430ee5bac6,12353 0.462112
00f77cb5df0c53a8,6651 0.0621826
00f9daaaba917da4,12090 0.982299
00faf8958470eb9a,5178 0.0650599
00fb34f30b93396c,14405 0.493172
00fc9a038c0e7ca3,623 0.48024
00fd6ccbb78b367e,6924 0.256471
00fd742563c11e64,12514 0.0687302
00fdc623def2ddf2,1512 0.812211
00ffce9161de5bf5,9738 0.111028
01006b4d273f898a,12520 0.412101
010157d900b1962e,13332 0.490222
0101a1e23fe6210a,165 0.516919
0101c1c0a833c283,674 0.168387
01022aa9cbc55ea7,14673 0.144597
010277c2baea89fd,1538 0.43661
01030e11908cb048,10125 0.0131735
010398105384031f,3634 0.898693
0103de7124e8b43e,2885 0.757128
0103f814e0a34262,1403 0.00844534
01044fbcc261ee94,7962 0.247673
010683c7e93cb38c,14164 0.173789
0106a326f9550f9f,6051 0.278177
01075b310b26e419,10474 0.541034
01077cdcdfada6a3,
0107b12ed479043e,1512 0.0807333
0107c3ea3ff24a96,11301 0.275009
0107da717b122784,1614 0.159876
0107ec135a7ddd8e,12460 0.728255
0107f0875a4cdf7f,11671 0.608399
010818cf9e8d0ed5,9330 0.600319
01082d1edc1ae3a6,6623 0.0201795
0108877969f13232,8649 0.105646
01092fd31f013dcc,9738 0.0316387
0109bc8469db765e,878 0.535701
010ad81cf43cd631,10309 0.177974
010bbd74d9648b0d,3170 0.0371382
010c3ae9f363acaa,2444 0.425259
010c44c13d4b53ba,218 0.665145
010c5ebca62eb858,10338 0.742899
010d0c9a2933a5fc,5943 0.133712
010d6b53678093a6,3731 0.153198
010d8fadfd85c1aa,3274 0.843501
010df08410fcd40f,10139 0.253877
010e507f9b32cc89,
010e836a22fd1ee9,3162 0.899044
010eaac7253793c5,13114 0.237949
010f0da9f21b6676,8413 0.68863
010f2cca8c35feb2,1360 0.122676
010f2f2822d27b8a,9950 0.38656
011035dc5296d308,2338 0.999994
01104de5340c01ee,6051 0.119323
011142a23e462278,10600 0.00113326
01114f2c4ba316a2,10139 0.257253
0111bfdffd416588,6047 0.135007
0111c4ffacf03712,14673 0.205313
0111e875bce69372,8063 0.395047
0115a085915e5a27,9738 0.784353
0115a0d91986caf3,9549 0.172805
0116fc85cfa1cd46,2870 0.530348
01171e175fcbfc39,13170 0.711951
01176f6b0d124436,2164 0.230435
011842656b0a029f,4313 0.20387
011947770659e42e,6651 0.393042
011987aaa7bf1ef2,7509 0.130149
0119c8aa2a4eb7d5,827 0.369993
0119d17e7b7f9e1f,
011a9c516f9acea6,3804 0.889302
011aa83010b7a152,6051 0.147665
011b9ad9937ea09d,
011c9bc4a2b634c4,5229 0.00058817
011e5388b189c40b,8450 0.399964
011e55a4d2322bac,8409 0.0328926
011eb75dff8d42c0,8962 0.15764
011f3843bcb4053d,6239 0.239236
011f55e5d4ed52e6,884 0.7711
0120ff2d2aade71c,5943 0.0352002
012105c7d8bf6fec,7089 0.109855
012114561a1050e1,6476 0.649091
01213ab6ce1a5359,6055 0.473854
0121f10a24bc5860,6991 0.711324
0122a99b79c0aec6,3088 0.647124
012300c3eb0e4ea3,11139 0.422872
01238ca5118306de,11540 0.285898
01238f98aeee977a,13176 0.0762634
0123d360110b21df,10587 0.296822
0124384c1d4d1a80,12683 0.644427
012455559230d821,2907 0.836464
01246b142e976306,13574 0.230071
0124abeb7d5d6cfa,14208 0.153924
0124d76a71e58d45,1891 0.384568
0125cafbb9d14f10,12520 0.640926
0126e4fb0a03391c,6388 0.0470196
0127359a00c69e10,5479 0.0806431
0127680045055146,12520 0.59825
0127873ecafef52a,623 0.0342077
01278a3b6feb80e5,9779 0.00461834
01279d3f7e9ecae2,12090 0.785288
0128b5061044a7ae,6051 0.426422
0128f96948af340d,12006 0.827317
012b299ae4e42fe3,9738 0.670675
012b7e14b09e1460,9816 0.825638
012bc0f83ed7a02c,1901 0.0703953
012bd605ccf0cb88,7148 0.24058
012c0092fc72874f,11918 0.939759
012d2135a84cbdc2,7347 0.18971
012dca7f280c81a4,6679 0.376135
012de9408ac70fc6,10487 0.026304
012df9517d9c4649,11183 0.997328
012e3cd529579cf2,3420 0.110635
012eaffc548a83b5,9042 0.748958
0130ffac20c765f5,7420 0.96926
01320a92b61d656b,12090 0.749157
01326e3577e80f43,6051 0.231741
013388e7376af348,13052 0.30351
01338b900caf329b,9779 0.0502817
013457fd8ecf0606,10688 0.220649
0135037f3223f05e,4723 0.949402
0135d56696c83bc8,6735 0.109814
013729f38b6b974f,12090 0.840889
0137e3bffc27c35b,13555 0.34989
013870a433f09a14,11183 0.0822405
0138d145927a068a,7510 0.488758
01395ef3f9a4c6d9,5090 0.428881
013a1c5933b915a9,13858 0.559531
013a650484026b3b,13185 0.484459
013a7001e4de79a4,12090 0.398817
013c1d1158d0e915,2093 0.939606
013c95f6a9fc3535,12520 0.379413
013cf7183b0fa6a1,13171 0.0989258
013d8aee42e3a040,8448 0.174528
013f670a3f29d5f6,13676 0.171515
013fc60492662c35,9738 0.357007
01402c9931232b25,11575 0.0777563
014145cba139910b,2948 0.277413
0141701bdec2dcbb,9738 0.190826
01427df04a5d6b2b,3634 0.0978597
0143ffe20dd44219,1108 0.340646
014462b12570e851,1054 0.583239
0144702fa427d3cb,12090 0.596242
014511ee7076ab0a,258 0.736976
0145a21f46b3a5e4,1144 0.346754
0145d00d36a6d9a6,165 0.388254
0146c042f98971f5,8429 0.635601
014751c6b5ce03ee,12090 0.361497
0147bf61cb2e029b,11623 0.76044
0148024a743c58a9,9379 0.692307
0148c46cbd415a13,8255 0.610185
014a5d0c6ee3b686,10125 0.536864
014aa0d3a80ca4c8,14452 0.533401
014ae2404b521237,8901 0.429092
014afa535a07072f,1238 0.0193027
014b5ff36333d75b,827 0.182112
014b8f79856aa3c9,11972 0.241412
014ca51289e0d39e,120 0.638592
014ccda02d28fc53,341 0.194679
014d6b2b2c0701b1,6701 0.961462
014ece7aea7113b6,5087 0.999984
01509bdc31729d68,14164 0.861314
0150a2df6cf1d0fc,2457 0.830395
01523bc7aac9d99e,2144 0.444613
0152d1e741f47a87,13197 0.478911
0153725db4418285,9859 0.397034
0155272582f6e352,12810 0.215882
0155545a2df49b5e,8543 0.225381
0155966dc3f19b4c,3496 0.337802
015599967580d1b4,1403 0.0175741
0155f1a08e35238a,10101 0.533248
0156971df5186f70,13775 0.202799
0156ff8384423a73,4954 0.33881
0157bda1c38503c3,3457 0.00286189
0158aa20e7bd8458,13926 0.667445
015905b877c622aa,14151 0.652388
0159070ad177a09b,4579 0.233583
015a60fe6e1655bd,10688 0.190691
015ba39a9e5896a8,12062 0.0526883
015bd8b6d032b569,1512 0.42219
015c204ad3908890,10688 0.32005
015c8f5ecacc87d2,1546 0.411019
015c93b299f58303,9543 0.264644
015cd613e6cb98a8,14803 0.202842
015d13ea6e71d8c9,8907 0.154943
015d8d7a0cb3b017,7413 0.45103
015e061afc180f0d,2553 0.0416812
015e5014bbdc0bb0,7488 0.50781
015fe9c47210128e,465 0.14502
016012ffffdd51ae,8461 0.187811
0160f25b5321a654,5562 0.296087
0161809693cf1edc,3162 0.919223
0161c30d48601a1d,2310 0.111199
016255150d7afb2a,472 0.164219
0163f9442daf0d67,11494 0.662565
0165c696dfc17360,11777 0.306604
016649a1c14fbca0,11183 0.276244
0166675706e98a7d,1892 0.671993
016679ee5cd1e4ce,6125 0.0884914
0168b16f2170b8f0,95 0.467839
0168f42daee56e7e,12275 0.94823
0169ff34f000e772,7420 0.837621
016a5b70849bc3f2,6372 0.0681497
016a6feb0f39ae90,13714 0.541082
016ad56be4c5ec92,10184 0.470593
016b3e6914eb5ff8,12090 0.399694
016bf53add2213ae,623 0.916163
016c2c5761b5ff63,1930 0.497709
016c3441862105d8,9738 0.843591
016c718695b61b21,14544 0.242628
016c73e0b0d9783f,12503 0.838148
016cab2cca9e80be,10965 0.235952
016cf95a0ba56553,10122 0.197223
016d03090637c37e,878 0.611631
016d4f40652aebb8,623 0.221522
016e25f31b94f651,6651 0.353289
016ea9c204ed78b4,6125 0.984083
016ec766c6eb90f2,2341 0.10089
016ee927bea994f4,878 0.175782
016f6cef961a64ea,1395 0.125476
016fb103a0c209f3,9544 0.557305
016fc16696be011e,2664 0.878477
0170b381cda8cb54,136 0.364708
017149380f193c97,6400 0.367347
0171d887e5d94ae8,13364 0.977892
01735e9181f40ea4,5137 0.137453
01737e06d99e32c8,12131 0.314329
0174b1927fd2b026,4509 0.153326
0174f5ae42b495a6,6125 0.360711
01751bd68636bfce,9245 0.0860936
0175298161262529,623 0.413479
01760dc75d4415d3,1906 0.097152
0176734b73067392,7531 0.686586
0176a1b65e1805ed,2512 0.415974
0178f24d8c8837d5,10139 0.0047743
01796427528a692f,2036 0.986467
017994a644c7e9a5,2036 0.929837
0179deee10fbed76,14011 0.0346327
017a9341d6dd571d,1059 0.215073
017ba942a4f4f8aa,9694 0.438818
017c05089598c566,5671 0.0852764
017c7af4fadec14d,12220 0.825763
017d3121fcaa7155,9825 0.190489
017e035c635a58ea,4404 0.147609
017e31334eb0b4df,8135 0.376831
017fe29b5182e444,7975 0.00124505
017ff8b74af32a19,867 0.336849
0180618f361ea169,7329 0.0371348
0180b090e5e069f1,13737 0.270656
018115603aaa7967,11139 0.156751
018127b36e52efdf,6125 0.457232
01813b40153e395e,9738 0.144847
01813c16ffc5a6dd,11744 0.298504
0181427da4bb317e,13444 0.845931
01814af3e6cd483a,2093 0.315324
0181cd2325220d9c,113 0.615842
01823f5e4ff16902,9779 0.349092
01825c6be8590f60,3797 0.000646996
018262d1c47aa38a,13170 0.99087
01827a36636c4c73,8736 0.208388
01838076cabcf3e7,13876 0.102899
0187c0460d5a69b3,12090 0.888023
0188f50293ef5476,9977 0.164504
0188f5ba544c317b,4469 0.699094
018975f91332a4ef,623 0.635768
01897a19b0ed3ae1,9738 0.638718
0189d1bd500859d4,9245 0.0874714
018a0d1aed52d4d9,878 0.0740814
018a20c732a22dd2,6125 0.0975318
018ab65cbd3a3ad3,12969 0.101455
018b097e3201c8f6,6891 0.17868
018b85ab007bcb73,10267 0.937426
018c058ef11f0ef2,456 0.0423986
018d618da1a99baf,10864 6.43743e-05
018d682f9f6ab86c,9189 0.482611
018d9a78df98f282,12090 0.157033
018e2ba6a4fb53b0,4330 0.962675
018fdb00801de5ad,13378 0.579283
0190aec9359feef3,623 0.782155
0190ca3d8f0d2c9b,6544 0.0691756
0191da8913e3445d,9738 0.0182127
0192295b3fd00fc7,12503 0.108477
019261dd1830087b,8063 0.068926
0193990c8d86e8de,14164 0.0301082
0194107b6a403973,6991 0.503011
01947d78df2f19cd,11348 0.761475
0194a0a11a4f59da,10536 0.738011
019521044ea53bdc,2434 0.632563
01966fc74db3f554,11334 0.369288
01972fd894d7d4aa,11671 0.5833
019760437a8c5004,4115 0.640766
01985d63528aeb46,11195 0.0748643
019887ab2971e6a0,12519 0.0664589
01999173bdb9c829,3804 0.109222
019b12a3ad7e4635,1054 0.674323
019bafcbddbe483d,1383 0.0098778
019be2e063f606b7,12868 0.118654
019ce3c3606f9fd9,4981 0.00972163
019d310c9b34297b,6651 0.147535
019dbefde4a14fd6,8127 0.125583
019dc86392e665a3,13900 0.18381
019deae0f0bdf955,10296 0.743711
019e4323b6e20543,2900 0.149598
019ee8b6781167fd,12520 0.705754
019efc68ab79c8c9,6476 0.0528615
019f28af633e2732,6696 0.804742
01a02d16017c05b4,6051 0.000515825
01a09153287e7752,10400 0.24122
01a2f493a3dbdcd9,762 0.141512
01a3ec1dbee271d9,884 0.975396
01a4606845a92a7d,6772 0.483621
01a7cf9d789a4b31,13833 0.521279
01a7e9134e5f8e66,7383 0.993347
01a8281cc1c0b629,8163 0.451078
01a8334c31dadf35,587 0.236451
01a833ecc775e588,0 0.00433927
01a851a97dda9140,2080 0.691785
01a8b5c3265f679a,2080 0.199253
01a98ac9f86c5d78,10773 0.194756
01aa098ffb1ed0e4,7962 0.121434
01ab3b6664eb650a,515 0.00988962
01ac1d5fae1c1a15,12217 0.49027
01ac22c9741fce0b,5618 0.377419
01ad286b96800005,6241 0.976478
01ad43a2b90a90e3,1102 0.736836
01ad8e22c2f22fae,11105 0.232594
01adb2bb875ce046,8708 0.198121
01ae6981ffed32a4,10584 0.151582
01aeb7b0aef26be7,257 0.160527
01af805bc6160488,13676 0.138015
01b12bb488df528d,428 0.617384
01b12fe1ec5268a0,1891 0.263629
01b16cf6e2893a43,6051 0.839332
01b1b496bc41c60b,4035 0.79041
01b1c40b3060b618,623 0.294649
01b216cd8cc39c3b,8926 0.279491
01b218f62b7ece58,7845 0.6785
01b221bafbb16419,6051 0.861484
